campaign_name,budget,roi,type,target_audience,channel,conversion_rate,revenue,duracion_dias,theme,roi_categoria,conversion_categoria,revenue_categoria,budget_categoria,roi_recalculated,start_month,temporada_inicio,net_profit,conversions,costo_por_conversion,costo_clicks,ingresos_por_click,revenue_per_dollar,efficiency_index
De-engineered non-volatile hardware,41041.24,0.21,email,B2C,organic,0.51,394039.86,1,Tecnología/IT,Bajo,Media,Media,Alto,8.601071020271318,2,Invierno,352998.62,200960.3286,0.2042255816653755,23364.570310647287,16.864845137786897,9.601071020271318,0.1071
Intuitive system-worthy interface,44445.2,0.83,webinar,B2C,referral,0.39,300733.58,1,Tecnología/IT,Medio,Baja,Poca,Alto,5.766390521361138,12,Invierno,256288.38,117286.09620000001,0.378946878104039,20339.603390634566,14.785616721438814,6.766390521361138,0.3237
Networked systematic budgetary management,11742.47,0.49,email,B2B,organic,0.2,672241.21,1,Gestión/Management,Bajo,Baja,Media,Alto,56.248705766333664,2,Invierno,660498.74,134448.242,0.08733821897053885,2390.245965098646,281.2435288316683,57.24870576633366,0.098
Open-source radical extranet,68103.5,0.35,email,B2B,referral,0.56,196290.5,1,Red/Conectividad,Bajo,Media,Poca,Muy Alto,1.8822380641229892,12,Invierno,128187.0,109922.68000000001,0.6195582203781785,58399.98780984032,3.3611394002196233,2.882238064122989,0.196
Monitored high-level contingency,26563.78,0.9,social media,B2B,paid,0.32,863720.51,1,Seguridad,Medio,Baja,Mucha,Alto,31.514970008033497,2,Invierno,837156.73,276390.56320000003,0.09610957658050749,8770.13568883439,98.48428127510468,32.514970008033494,0.28800000000000003
Switchable actuating encryption,3104.48,0.16,webinar,B2C,referral,0.57,352571.87,1,Seguridad,Bajo,Media,Poca,Medio,112.56873614904912,11,Otoño,349467.39,200965.96589999998,0.015447789809070354,1785.273360748286,197.48901078780548,113.56873614904912,0.09119999999999999
Profit-focused actuating open architecture,1480.67,0.83,social media,B2C,promotion,0.89,777983.15,1,Arquitectura/Infraestructura,Medio,Alta,Mucha,Medio,524.4264285762526,1,Invierno,776502.48,692405.0035,0.002138444974423123,1320.3091335037911,589.2431781755648,525.4264285762526,0.7387
Compatible 5thgeneration open architecture,43263.23,0.97,social media,B2B,paid,0.27,284363.38,1,Arquitectura/Infraestructura,Medio,Baja,Poca,Alto,5.5728652252732855,6,Verano,241100.15,76778.11260000001,0.5634838957997517,13777.134292034654,20.64024157508624,6.5728652252732855,0.2619
Business-focused systemic policy,50643.73,0.91,email,B2B,organic,0.6,630320.3,1,Gestión/Management,Medio,Media,Media,Muy Alto,11.446166583701478,8,Verano,579676.5700000001,378192.18,0.13391004012827554,33040.94669900389,19.076944306169132,12.446166583701476,0.546
Front-line high-level encryption,30878.98,0.21,podcast,B2B,promotion,0.7,666756.8,1,Seguridad,Bajo,Media,Media,Alto,20.59257851133684,3,Primavera,635877.8200000001,466729.76,0.0661602979848553,22664.949886827002,29.417969301909768,21.59257851133684,0.147
Reduced analyzing moratorium,30319.57,0.24,email,B2B,promotion,0.19,926893.18,1,Procesos/Metodología,Bajo,Baja,Mucha,Alto,29.570789097602642,5,Primavera,896573.6100000001,176109.7042,0.17216297158484467,5955.529411769317,155.6357320926455,30.57078909760264,0.0456
Configurable systematic concept,89283.48,0.1,email,B2B,referral,0.67,907297.81,1,Procesos/Metodología,Bajo,Media,Mucha,Muy Alto,9.161989765631896,1,Invierno,818014.3300000001,607889.5327000001,0.14687451452476702,66349.07353643769,13.674611590495363,10.161989765631896,0.067
Versatile actuating synergy,64733.0,0.21,email,B2B,referral,0.75,930401.42,1,Procesos/Metodología,Bajo,Alta,Mucha,Muy Alto,13.372907481500935,1,Invierno,865668.42,697801.0650000001,0.09276712697479186,52180.2058352146,17.830543308667913,14.372907481500935,0.1575
Mandatory neutral ability,1635.98,0.23,email,B2B,organic,0.9,125526.72,1,Procesos/Metodología,Bajo,Alta,Poca,Medio,75.7287619653052,3,Primavera,123890.74,112974.04800000001,0.014481024881041705,1491.8248373287627,84.14306885033909,76.7287619653052,0.20700000000000002
Re-contextualized clear-thinking matrix,11395.3,0.6,social media,B2B,promotion,0.88,741815.81,1,Procesos/Metodología,Medio,Alta,Mucha,Alto,64.09840109518838,12,Invierno,730420.51,652797.9128,0.01745609135164502,10184.30883838385,72.83909215362316,65.09840109518838,0.528
Front-line neutral concept,24959.24,0.66,email,B2C,paid,0.73,407610.45,1,Procesos/Metodología,Medio,Alta,Media,Alto,15.331044134356654,7,Verano,382651.21,297555.6285,0.08388092043770566,19408.69949184883,21.001430321036512,16.331044134356656,0.4818
Synergistic optimizing approach,59973.81,0.45,social media,B2B,paid,0.7,314799.19,1,Procesos/Metodología,Bajo,Media,Poca,Muy Alto,4.24894433086709,6,Verano,254825.38,220359.433,0.2721635701431488,51862.160536951735,6.069920472667272,5.24894433086709,0.315
Grass-roots content-based synergy,11703.28,0.67,email,B2B,referral,0.46,236446.2,1,Arquitectura/Infraestructura,Medio,Media,Poca,Alto,19.203413060270282,9,Otoño,224742.92,108765.25200000001,0.10760127692252301,5663.850048876112,41.74655013102235,20.203413060270282,0.30820000000000003
Cross-group web-enabled methodology,8250.93,0.3,podcast,B2B,paid,0.32,595779.73,1,Procesos/Metodología,Bajo,Baja,Media,Medio,71.20758508434805,5,Primavera,587528.7999999999,190649.5136,0.043278001838028296,2677.376481370187,222.52370338858768,72.20758508434807,0.096
Total impactful budgetary management,6304.42,0.13,email,B2C,organic,0.5,807283.82,1,Gestión/Management,Bajo,Media,Mucha,Medio,127.05045031898254,5,Primavera,800979.3999999999,403641.91,0.015618843940164688,3177.0206952166313,254.10090063796508,128.05045031898254,0.065
Phased background toolset,72368.61,0.79,podcast,B2B,referral,0.33,388308.21,1,Procesos/Metodología,Medio,Baja,Media,Muy Alto,4.365699437919286,10,Otoño,315939.60000000003,128141.70930000002,0.5647545236857551,29351.931144639904,13.229392236119047,5.365699437919286,0.26070000000000004
Cross-platform web-enabled ability,37696.45,0.14,email,B2C,promotion,0.28,666027.78,1,Red/Conectividad,Bajo,Baja,Media,Alto,16.668183078247424,5,Primavera,628331.3300000001,186487.77840000004,0.20213898370940103,11188.24874460212,59.52922527945507,17.668183078247424,0.039200000000000006
Quality-focused 4thgeneration database,6333.7,0.83,webinar,B2C,organic,0.61,119783.92,1,Tecnología/IT,Medio,Media,Poca,Medio,17.912155612043513,12,Invierno,113450.22,73068.1912,0.08668204174732602,4079.2516982641373,29.364189527940187,18.912155612043513,0.5063
Customizable 5thgeneration instruction set,41704.96,0.5,social media,B2B,referral,0.85,930138.53,1,Procesos/Metodología,Bajo,Alta,Mucha,Alto,21.302827529387393,4,Primavera,888433.5700000001,790617.7505,0.05274984020232923,37113.27754070851,25.062150034573403,22.302827529387393,0.425
Automated real-time productivity,72322.94,0.8,podcast,B2C,paid,0.74,776223.2,1,Procesos/Metodología,Medio,Alta,Mucha,Muy Alto,9.732738464448486,2,Invierno,703900.26,574405.168,0.1259092780307297,59017.83656246116,13.152349276281738,10.732738464448484,0.592
Advanced systematic complexity,1873.52,0.95,podcast,B2C,organic,0.54,989733.25,1,Innovación/Generacional,Medio,Media,Mucha,Medio,527.2747181775482,6,Verano,987859.73,534455.9550000001,0.003505471278732407,1013.6195356516862,976.4346632917558,528.2747181775482,0.513
Re-engineered reciprocal infrastructure,38080.5,0.78,podcast,B2C,paid,0.78,568518.95,1,Arquitectura/Infraestructura,Medio,Alta,Media,Alto,13.929398248447367,5,Primavera,530438.45,443444.78099999996,0.0858742770951678,31835.171418796093,17.85820288262483,14.929398248447367,0.6084
Customer-focused holistic orchestration,2412.93,0.3,social media,B2C,paid,0.8,651779.82,1,Usuario/Cliente,Bajo,Alta,Media,Medio,269.1196553567654,7,Verano,649366.8899999999,521423.85599999997,0.004627578834827994,1937.5168094235294,336.39956919595676,270.1196553567654,0.24
Cross-group homogeneous forecast,46645.57,0.9,webinar,B2C,referral,0.8,67759.8,1,Datos/Análisis,Medio,Alta,Poca,Alto,0.4526524169390577,3,Primavera,21114.230000000003,54207.840000000004,0.8604949025823571,119755.99371934473,0.5658155211738221,1.4526524169390578,0.7200000000000001
Customizable optimizing benchmark,41799.29,0.35,social media,B2B,referral,0.54,923943.17,1,Procesos/Metodología,Bajo,Media,Mucha,Alto,21.10427904397419,6,Verano,882143.88,498929.3118000001,0.0837779801896177,23641.14456411422,39.08199822958183,22.10427904397419,0.189
Proactive empowering adapter,74447.6,0.46,email,B2C,referral,0.18,694021.69,1,Procesos/Metodología,Bajo,Baja,Mucha,Muy Alto,8.322284264368495,8,Verano,619574.09,124923.90419999999,0.5959435904341518,15010.771109424411,46.23491257982497,9.322284264368493,0.0828
Persevering bi-directional project,98135.86,0.74,social media,B2C,promotion,0.76,240715.35,1,Gestión/Management,Medio,Alta,Poca,Muy Alto,1.4528785909656265,3,Primavera,142579.49,182943.666,0.5364266615275983,125918.06854171495,1.911682356533719,2.4528785909656268,0.5624
Digitized clear-thinking monitoring,10464.29,0.11,podcast,B2B,referral,0.89,111736.4,1,Datos/Análisis,Bajo,Alta,Poca,Alto,9.677876855477054,8,Verano,101272.10999999999,99445.396,0.10522649032439875,10275.538476574055,10.874018938738264,10.677876855477054,0.0979
Multi-layered global complexity,78944.71,0.19,email,B2C,referral,0.24,596911.92,1,Arquitectura/Infraestructura,Bajo,Baja,Media,Muy Alto,6.561138928751527,11,Otoño,517967.21,143258.8608,0.5510633657084059,21834.450139780794,27.338078869798032,7.561138928751528,0.0456
Cross-group bottom-line orchestration,30937.43,0.78,email,B2C,referral,0.64,924081.5,1,Procesos/Metodología,Medio,Media,Mucha,Alto,28.869368593318836,12,Invierno,893144.07,591412.16,0.0523111158214941,20485.801692831934,45.108388427060675,29.869368593318836,0.49920000000000003
Expanded methodical instruction set,94173.28,0.19,webinar,B2C,referral,0.16,794007.52,1,Procesos/Metodología,Bajo,Baja,Mucha,Muy Alto,7.431346131301788,7,Verano,699834.24,127041.2032,0.7412813923978957,17095.315028442303,46.445913320636166,8.431346131301789,0.0304
Enhanced upward-trending solution,61866.52,0.93,podcast,B2C,organic,0.18,628337.1,1,Productos/Servicios,Medio,Baja,Media,Muy Alto,9.156334961138917,9,Otoño,566470.58,113100.67799999999,0.5470039710990946,12352.177861559128,50.86852756188287,10.156334961138917,0.1674
Advanced client-driven matrix,58920.71,0.74,social media,B2B,organic,0.99,416433.63,1,Usuario/Cliente,Medio,Alta,Media,Muy Alto,6.06769538248945,7,Verano,357512.92,412269.2937,0.1429180171804777,67944.95565643482,6.128985234837828,7.06769538248945,0.7326
Re-engineered 6thgeneration time-frame,70889.3,0.61,webinar,B2C,referral,0.1,260331.7,1,Procesos/Metodología,Medio,Baja,Poca,Muy Alto,2.672369454910685,12,Invierno,189442.40000000002,26033.170000000002,2.7230375709143373,9741.605881687521,26.72369454910685,3.672369454910685,0.061
Quality-focused responsive framework,38390.23,0.72,podcast,B2B,paid,0.57,261442.83,1,Arquitectura/Infraestructura,Medio,Media,Poca,Alto,5.810139715234839,7,Verano,223052.59999999998,149022.41309999998,0.2576137991688447,25648.67979151112,10.193227570587437,6.810139715234839,0.41039999999999993
Optimized 3rdgeneration superstructure,32272.85,0.43,email,B2B,organic,0.4,554858.76,1,Procesos/Metodología,Bajo,Baja,Media,Alto,16.192741267040255,1,Invierno,522585.91000000003,221943.50400000002,0.145410203129892,13706.3577031122,40.48185316760063,17.192741267040255,0.17200000000000001
Robust dedicated solution,21179.55,0.71,social media,B2C,paid,0.76,265776.88,1,Productos/Servicios,Medio,Alta,Poca,Alto,11.548750091479754,9,Otoño,244597.33000000002,201990.4288,0.10485422564734909,17490.24155860998,15.195723804578623,12.548750091479754,0.5396
Right-sized tangible moratorium,71463.45,0.18,podcast,B2B,organic,0.53,149895.53,1,Procesos/Metodología,Bajo,Media,Poca,Muy Alto,1.0975132043023392,9,Otoño,78432.08,79444.6309,0.8995378188609596,72386.0365311057,2.0707796307591306,2.0975132043023392,0.0954
Integrated real-time archive,63986.6,0.14,social media,B2C,paid,0.94,551193.1,1,Procesos/Metodología,Bajo,Alta,Media,Muy Alto,7.614195784742431,6,Verano,487206.5,518121.51399999997,0.12349728446134356,68046.78112404575,8.100208281640883,8.61419578474243,0.1316
Organized uniform infrastructure,23859.94,0.2,social media,B2C,organic,0.48,375316.11,1,Arquitectura/Infraestructura,Bajo,Media,Media,Alto,14.729968725822445,3,Primavera,351456.17,180151.7328,0.13244357758406194,12230.286170545909,30.68743484546343,15.729968725822445,0.096
Future-proofed next generation software,29099.8,0.9,podcast,B2B,organic,0.89,89208.38,1,Innovación/Generacional,Medio,Alta,Poca,Alto,2.0656011381521524,5,Primavera,60108.58,79395.45820000001,0.3665171869994951,38436.974464017614,2.3209001552271378,3.0656011381521524,0.801
Cross-group foreground array,92494.15,0.82,podcast,B2C,organic,0.23,772563.51,1,Procesos/Metodología,Medio,Baja,Mucha,Muy Alto,7.352566189321163,4,Primavera,680069.36,177689.6073,0.5205377591039337,24167.019068536327,31.967679084005052,8.352566189321163,0.1886
Advanced multi-state portal,72412.24,0.74,webinar,B2C,organic,0.12,221613.6,1,Innovación/Generacional,Medio,Baja,Poca,Muy Alto,2.060443924949704,2,Invierno,149201.36,26593.632,2.7229165237753157,12906.74872437946,17.170366041247533,3.0604439249497046,0.08879999999999999
Visionary tangible Graphic Interface,84482.9,0.21,webinar,B2B,promotion,0.7,268528.69,1,Red/Conectividad,Bajo,Media,Poca,Muy Alto,2.1784975421061543,9,Otoño,184045.79,187970.08299999998,0.44944864976199433,86284.27591351423,3.112139345865935,3.1784975421061543,0.147
Business-focused tertiary focus group,46349.76,0.27,email,B2C,referral,0.98,400371.0,1,Gestión/Management,Bajo,Alta,Media,Alto,7.638038255214266,7,Verano,354021.24,392363.58,0.11812961845235483,51369.6798693231,7.793916586953332,8.638038255214266,0.2646
Down-sized high-level productivity,5574.74,0.26,webinar,B2B,paid,0.2,854030.38,1,Productos/Servicios,Bajo,Baja,Mucha,Medio,152.1964504174186,4,Primavera,848455.64,170806.076,0.03263783192349668,1122.2737161841953,760.982252087093,153.1964504174186,0.052000000000000005
Fundamental didactic algorithm,71885.41,0.49,email,B2B,promotion,0.4,111886.45,1,Tecnología/IT,Bajo,Baja,Poca,Muy Alto,0.5564556145676848,7,Verano,40001.03999999999,44754.58,1.6062134869771987,80427.94219044807,1.3911390364192118,1.5564556145676847,0.196
Pre-emptive exuding monitoring,37473.84,0.87,email,B2B,paid,0.4,681357.44,1,Datos/Análisis,Medio,Baja,Media,Alto,17.18221564696866,6,Verano,643883.6,272542.97599999997,0.1374969942355073,15861.922676315777,42.95553911742166,18.182215646968658,0.34800000000000003
Organized client-driven array,72744.5,0.36,podcast,B2B,organic,0.74,482042.7,1,Usuario/Cliente,Bajo,Alta,Media,Muy Alto,5.626517468674608,1,Invierno,409298.2,356711.598,0.20393085172408665,63398.29210270409,7.603401984695417,6.626517468674608,0.26639999999999997
Fully-configurable global leverage,35636.25,0.5,podcast,B2C,paid,0.23,269170.99,1,Tecnología/IT,Bajo,Baja,Poca,Alto,6.553291662282086,11,Otoño,233534.74,61909.3277,0.5756200450550201,9447.058194635732,28.49257244470472,7.553291662282086,0.115
Right-sized stable open architecture,84406.19,0.44,email,B2C,paid,0.2,735873.39,1,Arquitectura/Infraestructura,Bajo,Baja,Mucha,Muy Alto,7.718239621999286,4,Primavera,651467.2,147174.678,0.5735102746411308,19068.42560063933,38.59119810999643,8.718239621999286,0.08800000000000001
Synchronized zero administration structure,88977.21,0.99,podcast,B2B,promotion,0.13,396317.2,1,Arquitectura/Infraestructura,Medio,Baja,Media,Muy Alto,3.454142808029157,4,Primavera,307339.99,51521.236000000004,1.7270006876387825,14915.780517307756,26.570329292531977,4.4541428080291565,0.1287
Visionary user-facing pricing structure,41408.95,0.63,email,B2C,promotion,0.18,158223.9,1,Usuario/Cliente,Medio,Baja,Poca,Alto,2.8210072943168085,11,Otoño,116814.95,28480.302,1.4539505234179047,10095.791690215165,15.67226274620449,3.8210072943168085,0.1134
Team-oriented bifurcated capability,9611.89,0.11,email,B2C,organic,0.3,582427.27,1,Productos/Servicios,Bajo,Baja,Media,Medio,59.59445853000815,6,Verano,572815.38,174728.181,0.055010530899992596,2931.9534955086056,198.64819510002715,60.594458530008154,0.033
Persevering tangible hardware,67475.35,0.5,email,B2B,promotion,0.22,53555.95,1,Tecnología/IT,Bajo,Baja,Poca,Muy Alto,-0.20628866689835632,6,Verano,-13919.400000000009,11782.309,5.72683588590318,-57115.63886253355,-0.9376757586288924,0.7937113331016437,0.11
Triple-buffered cohesive encryption,81254.51,0.89,social media,B2B,paid,0.94,685633.82,1,Seguridad,Medio,Alta,Mucha,Muy Alto,7.438101712754159,11,Otoño,604379.3099999999,644495.7908,0.12607453944600688,86647.88620662164,7.912874162504425,8.43810171275416,0.8366
Automated encompassing archive,83804.53,0.23,podcast,B2C,paid,0.36,902554.32,1,Tecnología/IT,Bajo,Baja,Mucha,Muy Alto,9.769755763799402,3,Primavera,818749.7899999999,324919.55519999994,0.2579239342747937,33257.69477308208,27.138210454998344,10.769755763799402,0.0828
Devolved intermediate middleware,41307.73,0.76,podcast,B2C,referral,0.53,729614.63,1,Procesos/Metodología,Medio,Media,Mucha,Alto,16.662907886732096,9,Otoño,688306.9,386695.7539,0.10682230043488461,23206.979029627113,31.439448842890748,17.662907886732096,0.40280000000000005
Triple-buffered high-level customer loyalty,78803.16,0.99,email,B2B,organic,0.75,562224.77,1,Usuario/Cliente,Medio,Alta,Media,Muy Alto,6.134546000439576,1,Invierno,483421.61,421668.5775,0.18688411753896933,68736.72109880422,8.179394667252767,7.134546000439576,0.7424999999999999
Intuitive exuding concept,64551.2,0.33,email,B2C,promotion,0.12,280467.96,1,Usuario/Cliente,Bajo,Baja,Poca,Muy Alto,3.3448914969822408,9,Otoño,215916.76,33656.1552,1.9179612055033546,10061.957235493159,27.87409580818534,4.344891496982241,0.0396
Extended optimizing infrastructure,14126.24,0.63,webinar,B2B,referral,0.82,530692.88,1,Arquitectura/Infraestructura,Medio,Alta,Media,Alto,36.5678793507685,6,Verano,516566.64,435168.1616,0.03246156600258046,11900.284329472735,44.594974818010364,37.5678793507685,0.5166
Stand-alone tertiary methodology,35614.3,0.79,social media,B2C,organic,0.19,652650.72,1,Procesos/Metodología,Medio,Baja,Media,Alto,17.325524297824185,2,Invierno,617036.4199999999,124003.6368,0.28720367336839275,7157.280476387829,91.18696998854834,18.325524297824185,0.1501
Extended context-sensitive Graphical User Interface,42616.8,0.53,email,B2B,organic,0.48,512829.15,1,Usuario/Cliente,Medio,Media,Media,Alto,11.033497353156502,4,Primavera,470212.35000000003,246157.992,0.17312783409445429,22310.060366269834,22.986452819076046,12.033497353156502,0.2544
Integrated user-facing encoding,59207.21,0.79,social media,B2B,paid,0.48,914372.53,1,Usuario/Cliente,Medio,Media,Mucha,Muy Alto,14.443601041156983,9,Otoño,855165.3200000001,438898.8144,0.13489945303438486,30387.07682034138,30.090835502410386,15.443601041156981,0.3792
Cross-group reciprocal hub,76911.16,0.69,webinar,B2B,organic,0.51,565155.23,1,Red/Conectividad,Medio,Media,Media,Muy Alto,6.34815636638428,5,Primavera,488244.06999999995,288229.1673,0.266840308773983,45403.6023476477,12.447365424282902,7.34815636638428,0.3519
Down-sized uniform productivity,10395.39,0.48,social media,B2C,organic,0.95,963552.88,1,Productos/Servicios,Bajo,Alta,Mucha,Alto,91.6904021878929,1,Invierno,953157.49,915375.2359999999,0.011356424765679373,9983.326653145263,96.51621282936095,92.69040218789291,0.45599999999999996
Versatile asymmetric protocol,78873.15,0.92,webinar,B2C,promotion,0.6,287495.18,1,Procesos/Metodología,Medio,Media,Poca,Muy Alto,2.6450323082062783,11,Otoño,208622.03,172497.10799999998,0.45724331795753936,65215.50132481309,4.408387180343798,3.6450323082062783,0.552
Polarized empowering neural-net,18458.17,0.37,email,B2B,promotion,0.88,520022.1,1,Tecnología/IT,Bajo,Alta,Media,Alto,27.17300414938209,4,Primavera,501563.93,457619.448,0.0403351957192169,16840.958971053118,30.878413806116015,28.17300414938209,0.3256
Versatile bandwidth-monitored time-frame,37360.8,0.96,email,B2B,organic,0.82,979402.44,1,Red/Conectividad,Medio,Alta,Mucha,Alto,25.214707393845952,6,Verano,942041.6399999999,803110.0007999999,0.046520152859239564,31850.855465251665,30.74964316322677,26.214707393845952,0.7871999999999999
Seamless explicit policy,94502.9,0.78,podcast,B2C,referral,0.2,823630.82,1,Gestión/Management,Medio,Baja,Mucha,Muy Alto,7.715402596110807,4,Primavera,729127.9199999999,164726.164,0.5736969629184104,21350.300512255242,38.57701298055404,8.715402596110808,0.15600000000000003
Sharable neutral implementation,90021.62,0.82,social media,B2B,referral,0.43,454635.47,1,Productos/Servicios,Medio,Media,Media,Muy Alto,4.050292029847941,11,Otoño,364613.85,195493.25209999998,0.4604845386374336,48266.45848233796,9.419283790344048,5.050292029847941,0.35259999999999997
Progressive composite access,5777.28,0.23,email,B2C,promotion,0.27,421551.62,1,Seguridad,Bajo,Baja,Media,Medio,71.96714370776559,7,Verano,415774.33999999997,113818.93740000001,0.05075851287994892,1581.540290971954,266.5449766954281,72.9671437077656,0.06210000000000001
Assimilated intangible pricing structure,62734.3,0.53,webinar,B2B,promotion,0.59,905539.68,1,Arquitectura/Infraestructura,Medio,Media,Mucha,Muy Alto,13.434522741147983,1,Invierno,842805.38,534268.4112,0.11742094176800548,39768.32087705012,22.770377527369465,14.434522741147985,0.3127
Public-key optimizing protocol,61172.36,0.6,podcast,B2C,referral,0.13,277685.24,1,Usuario/Cliente,Medio,Baja,Poca,Muy Alto,3.539390665980518,8,Verano,216512.88,36099.0812,1.6945683371021643,10199.23614168188,27.226082046003985,4.539390665980518,0.078
Compatible bottom-line core,27219.52,0.53,podcast,B2B,organic,0.6,867347.6,1,Arquitectura/Infraestructura,Medio,Media,Mucha,Alto,30.864911651638234,1,Invierno,840128.08,520408.55999999994,0.052304135812062745,16860.847225926787,51.44151941939707,31.864911651638234,0.318
Face-to-face mobile knowledge user,66351.49,0.78,social media,B2C,referral,0.5,251189.68,1,Usuario/Cliente,Medio,Media,Poca,Muy Alto,2.785742867266432,9,Otoño,184838.19,125594.84,0.5282978982257552,45084.86460677634,5.571485734532864,3.785742867266432,0.39
Seamless reciprocal complexity,20786.4,0.4,podcast,B2C,paid,0.53,253649.14,1,Procesos/Metodología,Bajo,Media,Poca,Alto,11.20264884732325,1,Invierno,232862.74000000002,134434.0442,0.1546215478653286,12000.201562340459,21.13707329683632,12.20264884732325,0.21200000000000002
Mandatory exuding model,32177.54,0.18,webinar,B2B,organic,0.5,464661.0,1,Procesos/Metodología,Bajo,Media,Media,Alto,13.440538338232196,2,Invierno,432483.46,232330.5,0.1384989917380628,17285.803154113684,26.881076676464392,14.440538338232194,0.09
Digitized intangible Graphical User Interface,90484.19,0.23,podcast,B2C,promotion,0.54,982518.87,1,Usuario/Cliente,Bajo,Media,Mucha,Muy Alto,9.858459030246056,9,Otoño,892034.6799999999,530560.1898,0.17054462762106015,53817.760785151615,18.25640561156677,10.858459030246056,0.12420000000000002
Profound demand-driven secured line,71007.37,0.1,email,B2C,paid,0.92,777359.75,1,Seguridad,Bajo,Alta,Mucha,Muy Alto,9.947592482301486,3,Primavera,706352.38,715170.9700000001,0.09928726553316333,71893.87495239827,10.812600524240743,10.947592482301486,0.09200000000000001
Right-sized needs-based solution,65209.95,0.37,email,B2B,organic,0.48,119853.0,1,Productos/Servicios,Bajo,Media,Poca,Muy Alto,0.8379557107465962,8,Verano,54643.05,57529.439999999995,1.1335057320217266,68654.51152393578,1.7457410640554092,1.8379557107465962,0.17759999999999998
Seamless dynamic framework,54554.48,0.21,podcast,B2B,promotion,0.89,222731.21,1,Arquitectura/Infraestructura,Bajo,Alta,Poca,Muy Alto,3.082729960949128,4,Primavera,168176.72999999998,198230.7769,0.27520691213111015,64303.64625222237,3.4637415291563234,4.082729960949128,0.18689999999999998
Re-contextualized upward-trending architecture,18530.72,0.85,social media,B2C,promotion,0.79,315733.7,1,Arquitectura/Infraestructura,Medio,Alta,Poca,Alto,16.038393543262213,1,Invierno,297202.98,249429.62300000002,0.07429237865624325,15552.032834659198,20.30176397881293,17.038393543262217,0.6715
Cloned logistical analyzer,56508.18,0.44,webinar,B2B,paid,0.71,839620.4,1,Datos/Análisis,Bajo,Alta,Mucha,Muy Alto,13.858386874254311,8,Verano,783112.22,596130.4839999999,0.09479162954531949,43015.8639247886,19.518854752470865,14.858386874254311,0.3124
Centralized value-added superstructure,23692.97,0.35,webinar,B2B,organic,0.77,688901.13,1,Procesos/Metodología,Bajo,Alta,Mucha,Alto,28.07618293527574,8,Verano,665208.16,530453.8701000001,0.04466546732052959,18893.3756174356,36.46257524061784,29.076182935275735,0.26949999999999996
Proactive bifurcated architecture,74431.67,0.85,email,B2B,promotion,0.52,20979.33,1,Arquitectura/Infraestructura,Medio,Media,Poca,Muy Alto,-0.7181397380980434,11,Otoño,-53452.34,10909.251600000001,6.822802583451278,-15190.98724280681,-1.3810379578808527,0.28186026190195657,0.442
Triple-buffered client-server portal,6793.37,0.78,email,B2C,paid,0.72,396734.21,1,Usuario/Cliente,Medio,Alta,Media,Medio,57.40020637768884,3,Primavera,389940.84,285648.6312,0.02378225994453846,4976.439097108023,79.72250885790116,58.40020637768884,0.5616
Organic demand-driven support,69644.4,0.56,podcast,B2B,referral,0.2,426548.11,1,Productos/Servicios,Medio,Baja,Media,Muy Alto,5.124657689634773,3,Primavera,356903.70999999996,85309.622,0.8163721555348117,16646.891786069693,25.623288448173867,6.124657689634773,0.11200000000000002
Realigned methodical artificial intelligence,66054.48,0.3,email,B2B,paid,0.31,865754.6,1,Datos/Análisis,Bajo,Baja,Mucha,Muy Alto,12.106674974960065,5,Primavera,799700.12,268383.926,0.24611935962215561,22168.26061285132,39.05379024180667,13.106674974960063,0.093
Object-based demand-driven installation,68408.1,0.58,webinar,B2B,referral,0.11,153122.51,1,Productos/Servicios,Medio,Baja,Poca,Muy Alto,1.238368117225884,10,Otoño,84714.41,16843.4761,4.061400366163134,13601.348311301585,11.257891974780764,2.238368117225884,0.0638
Ameliorated actuating policy,44314.41,0.7,podcast,B2B,organic,0.53,461585.16,1,Gestión/Management,Medio,Media,Media,Alto,9.41614138606381,8,Verano,417270.75,244640.1348,0.1811412098682346,25980.932610259573,17.766304502007188,10.41614138606381,0.371
Public-key disintermediate neural-net,31427.3,0.36,social media,B2C,promotion,0.39,173127.66,1,Usuario/Cliente,Bajo,Baja,Poca,Alto,4.508830220858935,11,Otoño,141700.36000000002,67519.7874,0.46545318358037363,14975.012163384905,11.561103130407526,5.508830220858935,0.1404
Upgradable contextually-based Graphic Interface,80418.44,0.24,webinar,B2B,promotion,0.91,476196.94,1,Red/Conectividad,Bajo,Alta,Media,Muy Alto,4.921489399694896,8,Verano,395778.5,433339.21540000004,0.18557849634210602,88050.42136773973,5.40823010955483,5.921489399694896,0.2184
Integrated client-server software,20633.51,0.57,webinar,B2C,organic,0.51,400052.8,1,Tecnología/IT,Medio,Media,Media,Alto,18.388499581506007,9,Otoño,379419.29,204026.92799999999,0.10113130753015112,11095.354849136109,36.05588153236472,19.388499581506007,0.29069999999999996
Innovative intangible emulation,2792.69,0.2,webinar,B2C,referral,0.43,503319.66,1,Innovación/Generacional,Bajo,Media,Media,Medio,179.2275440525085,11,Otoño,500526.97,216427.4538,0.012903584785415981,1207.5568794079607,416.80824198257795,180.2275440525085,0.08600000000000001
Fundamental incremental service-desk,8053.59,0.49,email,B2B,organic,0.46,781401.65,1,Productos/Servicios,Bajo,Media,Mucha,Medio,96.02525830095647,1,Invierno,773348.06,359444.759,0.02240564036155553,3743.231368078702,208.75056152381842,97.02525830095647,0.22540000000000002
