campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,Categoría,Coincidencias,campaign_name_lower
Grass-roots holistic migration,2022-08-26,2023-12-23,89917.95,0.67,email,B2B,promotion,0.24,736828.76,Otros,[],grass-roots holistic migration
Face-to-face background methodology,2022-11-26,2024-04-19,78099.81,0.94,webinar,B2C,organic,0.35,535075.58,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",face-to-face background methodology
Visionary neutral attitude,2023-07-02,2024-07-25,35717.61,0.19,podcast,B2C,organic,0.1,146092.95,Otros,[],visionary neutral attitude
Grass-roots tertiary adapter,2023-02-21,2024-03-25,74243.84,0.9,webinar,B2B,promotion,0.95,562833.1,Otros,[],grass-roots tertiary adapter
Function-based dynamic focus group,2022-12-17,2024-02-08,25475.7,0.1,webinar,B2C,paid,0.43,869402.93,Otros,[],function-based dynamic focus group
Multi-tiered stable installation,2023-03-23,2024-04-15,28552.53,0.1,webinar,B2C,paid,0.2,472180.81,Otros,[],multi-tiered stable installation
Proactive explicit migration,2023-07-06,2023-08-06,38420.97,0.96,social media,B2C,organic,0.58,833349.14,Otros,[],proactive explicit migration
Reactive eco-centric synergy,2023-07-03,2024-04-23,39225.15,0.28,email,B2B,paid,0.84,127445.11,Otros,[],reactive eco-centric synergy
Automated dedicated budgetary management,2023-08-01,2024-04-06,1436.99,0.14,podcast,B2B,organic,0.87,881768.44,Tecnología/IT,['PRIMARY: management'],automated dedicated budgetary management
Multi-channeled coherent moderator,2022-08-10,2024-03-18,11007.95,0.79,podcast,B2C,referral,0.81,680150.2,Otros,[],multi-channeled coherent moderator
Synergized bottom-line paradigm,2022-12-06,2024-07-09,94432.87,0.63,social media,B2C,organic,0.2,524902.66,Otros,[],synergized bottom-line paradigm
Phased attitude-oriented standardization,2023-07-03,2024-05-12,87100.53,0.53,podcast,B2B,referral,0.32,959625.18,Procesos/Metodología,[],phased attitude-oriented standardization
Open-architected bottom-line algorithm,2022-11-11,2023-11-15,81473.25,0.96,webinar,B2C,paid,0.37,471361.8,Otros,[],open-architected bottom-line algorithm
Open-source homogeneous product,2023-05-31,2023-09-30,89921.79,0.79,webinar,B2B,organic,0.51,423523.6,Productos/Servicios,['PRIMARY: product'],open-source homogeneous product
Reduced tertiary implementation,2022-08-10,2023-10-22,93538.7,0.83,email,B2B,organic,0.4,949355.73,Otros,[],reduced tertiary implementation
Proactive incremental framework,2022-12-16,2024-05-21,96760.38,0.12,email,B2B,referral,0.33,353251.17,Otros,[],proactive incremental framework
Quality-focused hybrid policy,2023-01-28,2024-05-10,90020.46,0.55,social media,B2C,promotion,0.9,766391.61,Otros,[],quality-focused hybrid policy
Progressive 24hour utilization,2022-11-01,2024-03-14,14495.84,0.3,podcast,B2C,referral,0.56,105658.26,Otros,[],progressive 24hour utilization
Organized coherent utilization,2022-09-12,2024-05-18,7889.64,0.52,email,B2C,referral,0.56,160161.3,Otros,[],organized coherent utilization
Versatile user-facing benchmark,2022-09-19,2024-05-21,53658.92,0.9,social media,B2B,promotion,0.0,761292.13,Usuario/Cliente,['PRIMARY: user'],versatile user-facing benchmark
Configurable client-driven migration,2022-12-09,2024-03-10,21172.32,0.16,social media,B2C,referral,0.32,972694.3,Usuario/Cliente,['PRIMARY: client'],configurable client-driven migration
Public-key fresh-thinking intranet,2023-07-23,2024-04-01,88296.95,0.19,webinar,B2C,referral,0.13,928231.8,Otros,[],public-key fresh-thinking intranet
Self-enabling bandwidth-monitored array,2022-09-15,2024-04-05,42970.96,0.84,webinar,B2C,referral,0.68,345521.31,Red/Conectividad,['SECONDARY: bandwidth'],self-enabling bandwidth-monitored array
Profound disintermediate analyzer,2022-12-16,2023-11-09,49418.2,0.4,social media,B2B,paid,0.83,917197.39,Otros,[],profound disintermediate analyzer
Multi-tiered multi-tasking support,2022-10-23,2023-12-08,3809.12,0.22,webinar,B2C,referral,0.2,573889.99,Otros,[],multi-tiered multi-tasking support
Triple-buffered next generation moderator,2023-07-22,2024-02-17,96955.19,0.51,webinar,B2B,promotion,0.51,605117.55,Otros,[],triple-buffered next generation moderator
Synergistic needs-based framework,2022-10-21,2024-04-27,22787.98,0.41,webinar,B2C,organic,0.29,940147.71,Otros,[],synergistic needs-based framework
Horizontal national alliance,2022-12-20,2023-11-10,59550.27,0.47,social media,B2C,referral,0.42,345405.0,Otros,[],horizontal national alliance
Team-oriented mobile contingency,2023-03-29,2024-01-25,55219.7,0.97,podcast,B2B,promotion,0.64,643859.1,Otros,[],team-oriented mobile contingency
Persistent grid-enabled contingency,2022-10-14,2024-02-06,38978.72,0.1,podcast,B2C,organic,0.25,730692.49,Otros,[],persistent grid-enabled contingency
Reactive real-time array,2023-06-21,2024-04-13,77106.38,0.34,podcast,B2C,promotion,0.39,187751.15,Otros,[],reactive real-time array
Programmable asynchronous encryption,2023-01-17,2023-12-22,16485.72,0.89,podcast,B2B,referral,0.41,9714.17,Otros,[],programmable asynchronous encryption
Object-based web-enabled intranet,2023-06-01,2023-08-11,32297.26,0.93,webinar,B2B,promotion,0.17,919995.28,Otros,[],object-based web-enabled intranet
Universal exuding artificial intelligence,2023-04-25,2024-07-24,80372.5,0.3,webinar,B2B,paid,0.3,260204.2,Otros,[],universal exuding artificial intelligence
Cross-group bandwidth-monitored time-frame,2022-11-30,2024-03-18,51871.97,0.56,email,B2B,paid,0.55,389969.52,Red/Conectividad,['SECONDARY: bandwidth'],cross-group bandwidth-monitored time-frame
Customer-focused web-enabled framework,2023-01-04,2023-12-30,3162.85,0.27,social media,B2B,organic,0.71,625063.38,Usuario/Cliente,['PRIMARY: customer'],customer-focused web-enabled framework
Synergized local emulation,2023-04-20,2023-12-10,1793.79,0.28,webinar,B2B,promotion,0.3,441129.4,Otros,[],synergized local emulation
Multi-tiered object-oriented knowledge user,2023-04-22,2023-10-28,52804.87,0.0,email,B2C,paid,0.25,880106.4,Usuario/Cliente,['PRIMARY: user'],multi-tiered object-oriented knowledge user
Multi-lateral mission-critical productivity,2023-04-21,2023-09-12,71940.27,0.84,social media,B2B,referral,0.73,720494.61,Otros,[],multi-lateral mission-critical productivity
Re-contextualized reciprocal secured line,2023-03-19,2023-10-09,83645.54,0.58,social media,B2B,referral,0.27,607963.82,Otros,[],re-contextualized reciprocal secured line
Compatible actuating utilization,2022-09-29,2024-03-14,40895.28,0.84,webinar,B2C,promotion,0.53,322795.47,Otros,[],compatible actuating utilization
Compatible full-range open system,2023-05-29,2024-06-04,33898.88,0.5,social media,B2B,referral,0.58,300424.53,Tecnología/IT,[],compatible full-range open system
Switchable incremental collaboration,2023-03-28,2023-11-28,46310.28,0.77,webinar,B2B,paid,0.53,486051.65,Otros,[],switchable incremental collaboration
Monitored maximized project,2023-05-07,2024-05-17,32095.6,0.69,email,B2B,promotion,0.37,442320.4,Otros,[],monitored maximized project
Compatible grid-enabled info-mediaries,2023-01-27,2023-11-21,96019.69,0.84,webinar,B2C,organic,0.57,687313.27,Otros,[],compatible grid-enabled info-mediaries
Cloned foreground portal,2022-09-14,2023-08-17,13908.21,0.54,podcast,B2B,promotion,0.88,816603.99,Otros,[],cloned foreground portal
Devolved homogeneous projection,2023-04-25,2024-05-24,4833.32,0.7,webinar,B2C,promotion,0.22,864437.87,Otros,[],devolved homogeneous projection
Profound non-volatile complexity,2022-10-03,2023-08-18,28827.53,0.76,social media,B2C,paid,0.94,734015.4,Otros,[],profound non-volatile complexity
Focused holistic collaboration,2023-01-31,2023-11-02,89440.32,0.88,email,B2C,promotion,0.85,931725.82,Otros,[],focused holistic collaboration
Optimized zero administration task-force,2022-12-31,2024-01-14,31564.29,0.77,podcast,B2B,referral,0.83,931183.22,Otros,['SECONDARY: optimized'],optimized zero administration task-force
Customizable zero administration application,2022-08-27,2024-01-01,86492.2,0.38,podcast,B2B,paid,0.23,122398.7,Otros,[],customizable zero administration application
Balanced multi-tasking adapter,2023-07-13,2024-06-23,13945.61,0.63,email,B2B,promotion,0.57,794815.89,Otros,[],balanced multi-tasking adapter
Ameliorated grid-enabled capability,2023-01-19,2023-10-02,13105.34,0.37,social media,B2B,paid,0.6,501764.55,Otros,[],ameliorated grid-enabled capability
Monitored full-range matrix,2022-09-02,2023-10-11,27771.85,0.39,social media,B2B,referral,0.58,673575.17,Otros,[],monitored full-range matrix
Multi-tiered empowering adapter,2023-02-24,2023-09-29,30544.22,0.83,podcast,B2B,organic,0.47,40247.47,Otros,[],multi-tiered empowering adapter
Re-contextualized mission-critical help-desk,2023-03-28,2023-11-22,35286.84,0.17,webinar,B2B,paid,0.45,195049.24,Otros,[],re-contextualized mission-critical help-desk
Face-to-face foreground service-desk,2023-03-15,2024-05-07,23254.87,0.66,social media,B2C,promotion,0.59,817356.61,Productos/Servicios,['PRIMARY: service'],face-to-face foreground service-desk
Re-contextualized solution-oriented circuit,2022-08-25,2023-12-04,29101.58,0.74,email,B2C,referral,0.57,798538.44,Productos/Servicios,[],re-contextualized solution-oriented circuit
Managed didactic system engine,2023-07-14,2024-07-18,31358.99,0.7,social media,B2C,referral,0.86,378814.53,Tecnología/IT,[],managed didactic system engine
Expanded 4thgeneration groupware,2023-04-02,2023-08-23,51725.95,0.7,email,B2B,paid,0.72,654019.7,Otros,[],expanded 4thgeneration groupware
Total well-modulated knowledge user,2022-08-22,2023-10-19,28468.75,0.82,webinar,B2C,organic,0.11,151441.9,Usuario/Cliente,['PRIMARY: user'],total well-modulated knowledge user
Polarized high-level ability,2022-09-20,2024-03-22,8627.43,0.26,email,B2B,promotion,0.75,823000.43,Otros,[],polarized high-level ability
Reduced high-level methodology,2023-04-12,2024-02-27,92072.41,0.48,email,B2B,organic,0.54,8811.92,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",reduced high-level methodology
Robust executive migration,2023-01-29,2023-12-05,42804.51,0.55,podcast,B2C,organic,0.79,650574.93,Otros,[],robust executive migration
Inverse background firmware,2022-09-08,2024-05-01,4270.96,0.64,email,B2B,promotion,0.8,30917.19,Otros,[],inverse background firmware
Vision-oriented client-server conglomeration,2022-08-30,2024-02-21,68514.74,0.1,podcast,B2B,organic,0.75,123066.22,Usuario/Cliente,['PRIMARY: client'],vision-oriented client-server conglomeration
Reduced motivating analyzer,2023-07-18,2024-07-16,76849.0,0.72,webinar,B2C,promotion,0.45,453670.5,Otros,[],reduced motivating analyzer
Focused empowering capacity,2023-05-04,2024-05-23,74278.5,0.3,social media,B2B,promotion,0.12,863407.86,Otros,[],focused empowering capacity
Front-line multi-tasking moderator,2023-01-09,2024-04-18,21674.14,0.75,podcast,B2B,promotion,0.65,917565.26,Otros,[],front-line multi-tasking moderator
Realigned 24/7 hub,2022-09-21,2024-05-23,72864.67,0.16,social media,B2C,referral,0.7,360392.7,Otros,[],realigned 24/7 hub
De-engineered 6thgeneration parallelism,2023-01-29,2024-07-12,47218.62,0.24,podcast,B2B,referral,0.96,931639.51,Otros,[],de-engineered 6thgeneration parallelism
Mandatory 3rdgeneration matrices,2023-07-02,2023-10-28,29709.16,0.86,social media,B2C,referral,0.12,811850.37,Otros,[],mandatory 3rdgeneration matrices
Compatible full-range toolset,2023-01-23,2023-08-07,55196.85,0.9,podcast,B2B,promotion,0.4,561046.37,Otros,[],compatible full-range toolset
Switchable 3rdgeneration projection,2023-07-01,2023-12-07,72566.45,0.12,podcast,B2C,referral,0.33,713030.96,Otros,[],switchable 3rdgeneration projection
Programmable homogeneous projection,2022-09-24,2023-11-12,11006.3,0.25,podcast,B2C,promotion,0.98,3641.3,Otros,[],programmable homogeneous projection
Decentralized contextually-based capability,2023-02-22,2024-06-09,9950.82,0.97,webinar,B2C,referral,0.5,482845.35,Otros,[],decentralized contextually-based capability
Exclusive next generation info-mediaries,2023-03-26,2024-04-04,38117.82,0.64,podcast,B2C,promotion,0.4,600708.1,Otros,[],exclusive next generation info-mediaries
Cloned scalable strategy,2022-09-01,2024-06-14,74720.7,0.9,email,B2B,paid,0.49,774366.5,Gestión/Management,['SECONDARY: strategy'],cloned scalable strategy
Public-key full-range matrices,2023-07-16,2023-09-03,37221.22,0.17,email,B2C,organic,0.1,681365.12,Otros,[],public-key full-range matrices
Multi-layered methodical structure,2022-09-29,2024-05-03,33682.83,0.16,social media,B2C,referral,0.25,189755.91,Otros,"['SECONDARY: methodical', 'PATTERN: \\bmethod\\w*\\b']",multi-layered methodical structure
Organic holistic Graphical User Interface,2023-07-05,2023-12-03,1810.82,0.14,email,B2C,promotion,0.87,270481.39,Usuario/Cliente,['PRIMARY: user'],organic holistic graphical user interface
Multi-channeled upward-trending instruction set,2023-02-28,2024-03-06,29840.15,0.19,webinar,B2B,organic,0.78,631347.68,Otros,[],multi-channeled upward-trending instruction set
Managed even-keeled Internet solution,2023-03-09,2024-01-12,81342.1,0.66,email,B2C,promotion,0.91,362030.2,Productos/Servicios,[],managed even-keeled internet solution
Customer-focused systemic capability,2023-01-01,2024-04-01,96731.22,0.49,social media,B2B,organic,0.8,750903.16,Usuario/Cliente,['PRIMARY: customer'],customer-focused systemic capability
Inverse non-volatile superstructure,2022-08-06,2023-12-13,27329.38,0.32,email,B2B,organic,0.6,873619.99,Otros,[],inverse non-volatile superstructure
Multi-lateral needs-based collaboration,2022-09-23,2024-01-25,21718.66,0.51,social media,B2C,organic,0.65,838552.42,Otros,[],multi-lateral needs-based collaboration
Ergonomic empowering attitude,2023-04-26,2024-01-12,80659.67,0.61,email,B2C,promotion,0.7,534572.47,Otros,[],ergonomic empowering attitude
Switchable secondary hierarchy,2023-04-29,2023-11-18,95913.4,0.55,email,B2B,promotion,0.91,651889.94,Otros,[],switchable secondary hierarchy
Ameliorated bi-directional Graphic Interface,2023-05-07,2023-11-21,34910.16,0.57,podcast,B2C,referral,0.97,613092.25,Otros,[],ameliorated bi-directional graphic interface
Secured attitude-oriented info-mediaries,2022-11-14,2023-10-11,51394.97,0.59,email,B2B,paid,0.41,841615.61,Otros,[],secured attitude-oriented info-mediaries
Enterprise-wide bandwidth-monitored toolset,2022-08-17,2024-04-21,27577.78,0.4,podcast,B2B,paid,0.4,665815.39,Red/Conectividad,['SECONDARY: bandwidth'],enterprise-wide bandwidth-monitored toolset
Compatible mobile open system,2023-03-03,2024-05-29,31618.12,0.29,webinar,B2C,paid,0.87,455453.72,Tecnología/IT,[],compatible mobile open system
Vision-oriented object-oriented structure,2023-04-30,2024-03-24,84055.7,0.57,email,B2C,referral,0.85,302692.25,Otros,[],vision-oriented object-oriented structure
Re-engineered holistic data-warehouse,2022-10-03,2024-05-09,28051.5,0.4,podcast,B2C,referral,0.36,374910.63,Datos/Análisis,"['PRIMARY: data', 'PATTERN: \\bdata-\\w+\\b']",re-engineered holistic data-warehouse
Multi-channeled reciprocal utilization,2022-08-21,2024-07-10,16470.61,0.9,social media,B2B,organic,0.7,533910.94,Otros,[],multi-channeled reciprocal utilization
Object-based discrete strategy,2023-07-22,2023-10-20,39241.75,0.47,podcast,B2B,referral,0.59,252287.84,Gestión/Management,['SECONDARY: strategy'],object-based discrete strategy
Customizable human-resource monitoring,2023-03-20,2023-12-06,54166.71,0.43,webinar,B2B,paid,0.15,735390.8,Otros,[],customizable human-resource monitoring
Synergized actuating policy,2023-04-07,2024-06-20,40958.7,0.77,podcast,B2B,promotion,0.39,921182.15,Otros,[],synergized actuating policy
Versatile object-oriented access,2023-06-21,2024-02-21,21009.79,0.96,podcast,B2B,referral,0.54,321994.2,Otros,[],versatile object-oriented access
De-engineered 24/7 archive,2023-06-15,2024-01-31,23099.8,0.25,social media,B2C,paid,0.98,396851.15,Otros,[],de-engineered 24/7 archive
Profit-focused multimedia concept,2022-09-20,2023-11-04,33618.7,0.54,webinar,B2C,paid,0.8,868303.57,Otros,[],profit-focused multimedia concept
Vision-oriented transitional process improvement,2023-06-27,2023-11-26,55436.7,0.8,podcast,B2B,organic,0.99,786705.7,Procesos/Metodología,[],vision-oriented transitional process improvement
Pre-emptive mission-critical knowledge user,2023-03-08,2024-06-28,73916.74,0.33,webinar,B2B,promotion,0.69,232695.36,Usuario/Cliente,['PRIMARY: user'],pre-emptive mission-critical knowledge user
Cross-group object-oriented moderator,2022-08-27,2023-11-18,66331.63,0.4,podcast,B2C,promotion,0.4,916634.12,Otros,[],cross-group object-oriented moderator
Grass-roots eco-centric strategy,2022-10-22,2023-10-25,39767.24,0.95,email,B2B,paid,0.33,406566.2,Gestión/Management,['SECONDARY: strategy'],grass-roots eco-centric strategy
Customizable global hierarchy,2023-04-26,2023-10-12,86716.38,0.74,email,B2B,paid,0.95,69360.86,Otros,[],customizable global hierarchy
Future-proofed uniform alliance,2023-03-22,2024-06-14,69474.96,0.4,email,B2B,organic,0.7,86176.18,Innovación/Generacional,[],future-proofed uniform alliance
Balanced asynchronous contingency,2022-10-31,2024-04-07,7952.69,0.8,social media,B2C,promotion,0.14,772286.49,Otros,[],balanced asynchronous contingency
Robust disintermediate neural-net,2023-04-17,2023-11-15,92395.78,0.37,social media,B2C,organic,0.31,949696.65,Otros,[],robust disintermediate neural-net
Multi-lateral dynamic encryption,2023-04-21,2024-01-04,76016.6,0.98,social media,B2B,promotion,0.38,809123.64,Otros,[],multi-lateral dynamic encryption
Customer-focused human-resource algorithm,2022-12-15,2024-03-07,32965.35,0.43,email,B2C,referral,0.77,838474.56,Usuario/Cliente,['PRIMARY: customer'],customer-focused human-resource algorithm
Re-contextualized zero-defect artificial intelligence,2023-04-13,2024-04-02,99120.34,0.34,webinar,B2B,referral,0.67,227398.12,Otros,[],re-contextualized zero-defect artificial intelligence
Decentralized system-worthy neural-net,2023-01-24,2023-10-25,65906.93,0.98,email,B2B,promotion,0.9,543317.45,Tecnología/IT,[],decentralized system-worthy neural-net
Reduced content-based Graphic Interface,2022-10-26,2024-03-03,16945.29,0.72,social media,B2C,referral,0.76,884669.86,Otros,[],reduced content-based graphic interface
De-engineered non-volatile hardware,2023-02-10,2024-02-14,41041.24,0.21,email,B2C,organic,0.51,394039.86,Tecnología/IT,['PRIMARY: hardware'],de-engineered non-volatile hardware
Intuitive system-worthy interface,2022-12-28,2024-06-28,44445.2,0.83,webinar,B2C,referral,0.39,300733.58,Tecnología/IT,[],intuitive system-worthy interface
Networked systematic budgetary management,2023-02-13,2023-12-20,11742.47,0.49,email,B2B,organic,0.2,672241.21,Gestión/Management,['PRIMARY: management'],networked systematic budgetary management
Open-source radical extranet,2022-12-09,2023-09-22,68103.5,0.35,email,B2B,referral,0.56,196290.5,Otros,[],open-source radical extranet
Monitored high-level contingency,2023-02-17,2023-10-10,26563.78,0.9,social media,B2B,paid,0.32,863720.51,Otros,[],monitored high-level contingency
Switchable actuating encryption,2022-11-25,2023-09-14,3104.48,0.16,webinar,B2C,referral,0.57,352571.87,Otros,[],switchable actuating encryption
Profit-focused actuating open architecture,2023-01-14,2024-03-30,1480.67,0.83,social media,B2C,promotion,0.89,777983.15,Arquitectura/Infraestructura,['PRIMARY: architecture'],profit-focused actuating open architecture
Compatible 5thgeneration open architecture,2023-06-27,2024-06-09,43263.23,0.97,social media,B2B,paid,0.27,284363.38,Arquitectura/Infraestructura,['PRIMARY: architecture'],compatible 5thgeneration open architecture
Business-focused systemic policy,2022-08-21,2024-07-21,50643.73,0.91,email,B2B,organic,0.6,630320.3,Otros,[],business-focused systemic policy
Front-line high-level encryption,2023-03-31,2023-09-10,30878.98,0.21,podcast,B2B,promotion,0.7,666756.8,Otros,[],front-line high-level encryption
Reduced analyzing moratorium,2023-05-12,2023-08-07,30319.57,0.24,email,B2B,promotion,0.19,926893.18,Otros,[],reduced analyzing moratorium
Configurable systematic concept,2023-01-30,2023-12-03,89283.48,0.1,email,B2B,referral,0.67,907297.81,Otros,['SECONDARY: systematic'],configurable systematic concept
Versatile actuating synergy,2023-01-03,2024-01-28,64733.0,0.21,email,B2B,referral,0.75,930401.42,Otros,[],versatile actuating synergy
Mandatory neutral ability,2023-03-22,2024-06-17,1635.98,0.23,email,B2B,organic,0.9,125526.72,Otros,[],mandatory neutral ability
Re-contextualized clear-thinking matrix,2022-12-17,2024-02-15,11395.3,0.6,social media,B2B,promotion,0.88,741815.81,Otros,[],re-contextualized clear-thinking matrix
Front-line neutral concept,2023-07-09,2023-09-21,24959.24,0.66,email,B2C,paid,0.73,407610.45,Otros,[],front-line neutral concept
Synergistic optimizing approach,2023-06-25,2023-10-13,59973.81,0.45,social media,B2B,paid,0.7,314799.19,Otros,[],synergistic optimizing approach
Grass-roots content-based synergy,2022-09-03,2024-06-10,11703.28,0.67,email,B2B,referral,0.46,236446.2,Otros,[],grass-roots content-based synergy
Cross-group web-enabled methodology,2023-05-04,2024-03-10,8250.93,0.3,podcast,B2B,paid,0.32,595779.73,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",cross-group web-enabled methodology
Total impactful budgetary management,2023-05-07,2023-09-29,6304.42,0.13,email,B2C,organic,0.5,807283.82,Gestión/Management,['PRIMARY: management'],total impactful budgetary management
Phased background toolset,2022-10-31,2024-06-28,72368.61,0.79,podcast,B2B,referral,0.33,388308.21,Otros,[],phased background toolset
Cross-platform web-enabled ability,2023-05-10,2024-06-16,37696.45,0.14,email,B2C,promotion,0.28,666027.78,Tecnología/IT,"['SECONDARY: platform', 'PATTERN: \\b\\w+-platform\\b']",cross-platform web-enabled ability
Quality-focused 4thgeneration database,2022-12-08,2024-01-04,6333.7,0.83,webinar,B2C,organic,0.61,119783.92,Otros,[],quality-focused 4thgeneration database
Customizable 5thgeneration instruction set,2023-04-01,2024-06-20,41704.96,0.5,social media,B2B,referral,0.85,930138.53,Otros,[],customizable 5thgeneration instruction set
Automated real-time productivity,2023-02-26,2024-02-11,72322.94,0.8,podcast,B2C,paid,0.74,776223.2,Tecnología/IT,['SECONDARY: automated'],automated real-time productivity
Advanced systematic complexity,2023-06-10,2024-04-11,1873.52,0.95,podcast,B2C,organic,0.54,989733.25,Otros,['SECONDARY: systematic'],advanced systematic complexity
Re-engineered reciprocal infrastructure,2023-05-02,2024-05-14,38080.5,0.78,podcast,B2C,paid,0.78,568518.95,Arquitectura/Infraestructura,['PRIMARY: infrastructure'],re-engineered reciprocal infrastructure
Customer-focused holistic orchestration,2023-07-07,2023-08-10,2412.93,0.3,social media,B2C,paid,0.8,651779.82,Usuario/Cliente,['PRIMARY: customer'],customer-focused holistic orchestration
Cross-group homogeneous forecast,2023-03-10,2023-12-04,46645.57,0.9,webinar,B2C,referral,0.8,67759.8,Otros,[],cross-group homogeneous forecast
Customizable optimizing benchmark,2023-06-06,2024-01-18,41799.29,0.35,social media,B2B,referral,0.54,923943.17,Otros,[],customizable optimizing benchmark
Proactive empowering adapter,2022-08-15,2023-09-26,74447.6,0.46,email,B2C,referral,0.18,694021.69,Otros,[],proactive empowering adapter
Persevering bi-directional project,2023-03-19,2023-10-23,98135.86,0.74,social media,B2C,promotion,0.76,240715.35,Otros,[],persevering bi-directional project
Digitized clear-thinking monitoring,2022-08-16,2023-10-20,10464.29,0.11,podcast,B2B,referral,0.89,111736.4,Otros,[],digitized clear-thinking monitoring
Multi-layered global complexity,2022-11-16,2023-11-03,78944.71,0.19,email,B2C,referral,0.24,596911.92,Otros,[],multi-layered global complexity
Cross-group bottom-line orchestration,2022-12-12,2023-09-29,30937.43,0.78,email,B2C,referral,0.64,924081.5,Otros,[],cross-group bottom-line orchestration
Expanded methodical instruction set,2023-07-22,2024-03-08,94173.28,0.19,webinar,B2C,referral,0.16,794007.52,Otros,"['SECONDARY: methodical', 'PATTERN: \\bmethod\\w*\\b']",expanded methodical instruction set
Enhanced upward-trending solution,2022-09-23,2024-07-04,61866.52,0.93,podcast,B2C,organic,0.18,628337.1,Productos/Servicios,[],enhanced upward-trending solution
Advanced client-driven matrix,2023-07-02,2024-06-24,58920.71,0.74,social media,B2B,organic,0.99,416433.63,Usuario/Cliente,['PRIMARY: client'],advanced client-driven matrix
Re-engineered 6thgeneration time-frame,2022-12-20,2024-02-08,70889.3,0.61,webinar,B2C,referral,0.1,260331.7,Otros,[],re-engineered 6thgeneration time-frame
Quality-focused responsive framework,2023-07-10,2023-08-03,38390.23,0.72,podcast,B2B,paid,0.57,261442.83,Otros,[],quality-focused responsive framework
Optimized 3rdgeneration superstructure,2023-01-07,2024-03-22,32272.85,0.43,email,B2B,organic,0.4,554858.76,Otros,['SECONDARY: optimized'],optimized 3rdgeneration superstructure
Robust dedicated solution,2022-09-20,2024-04-05,21179.55,0.71,social media,B2C,paid,0.76,265776.88,Productos/Servicios,[],robust dedicated solution
Right-sized tangible moratorium,2022-09-14,2024-05-06,71463.45,0.18,podcast,B2B,organic,0.53,149895.53,Otros,[],right-sized tangible moratorium
Integrated real-time archive,2023-06-20,2024-05-09,63986.6,0.14,social media,B2C,paid,0.94,551193.1,Otros,[],integrated real-time archive
Organized uniform infrastructure,2023-03-20,2024-07-22,23859.94,0.2,social media,B2C,organic,0.48,375316.11,Arquitectura/Infraestructura,['PRIMARY: infrastructure'],organized uniform infrastructure
Future-proofed next generation software,2023-05-30,2023-12-19,29099.8,0.9,podcast,B2B,organic,0.89,89208.38,Innovación/Generacional,['PRIMARY: software'],future-proofed next generation software
Cross-group foreground array,2023-04-12,2024-01-19,92494.15,0.82,podcast,B2C,organic,0.23,772563.51,Otros,[],cross-group foreground array
Advanced multi-state portal,2023-02-25,2024-03-12,72412.24,0.74,webinar,B2C,organic,0.12,221613.6,Otros,[],advanced multi-state portal
Visionary tangible Graphic Interface,2022-09-11,2023-11-12,84482.9,0.21,webinar,B2B,promotion,0.7,268528.69,Otros,[],visionary tangible graphic interface
Business-focused tertiary focus group,2023-07-29,2023-12-21,46349.76,0.27,email,B2C,referral,0.98,400371.0,Otros,[],business-focused tertiary focus group
Down-sized high-level productivity,2023-04-29,2024-05-15,5574.74,0.26,webinar,B2B,paid,0.2,854030.38,Otros,[],down-sized high-level productivity
Fundamental didactic algorithm,2023-07-25,2023-09-04,71885.41,0.49,email,B2B,promotion,0.4,111886.45,Otros,[],fundamental didactic algorithm
Pre-emptive exuding monitoring,2023-06-27,2024-01-22,37473.84,0.87,email,B2B,paid,0.4,681357.44,Otros,[],pre-emptive exuding monitoring
Organized client-driven array,2023-01-01,2024-05-31,72744.5,0.36,podcast,B2B,organic,0.74,482042.7,Usuario/Cliente,['PRIMARY: client'],organized client-driven array
Fully-configurable global leverage,2022-11-16,2024-02-21,35636.25,0.5,podcast,B2C,paid,0.23,269170.99,Otros,[],fully-configurable global leverage
Right-sized stable open architecture,2023-04-23,2023-10-30,84406.19,0.44,email,B2C,paid,0.2,735873.39,Arquitectura/Infraestructura,['PRIMARY: architecture'],right-sized stable open architecture
Synchronized zero administration structure,2023-04-15,2023-09-17,88977.21,0.99,podcast,B2B,promotion,0.13,396317.2,Otros,[],synchronized zero administration structure
Visionary user-facing pricing structure,2022-11-27,2024-06-05,41408.95,0.63,email,B2C,promotion,0.18,158223.9,Usuario/Cliente,['PRIMARY: user'],visionary user-facing pricing structure
Team-oriented bifurcated capability,2023-06-26,2024-01-09,9611.89,0.11,email,B2C,organic,0.3,582427.27,Otros,[],team-oriented bifurcated capability
Persevering tangible hardware,2023-06-08,2023-08-02,67475.35,0.5,email,B2B,promotion,0.22,53555.95,Tecnología/IT,['PRIMARY: hardware'],persevering tangible hardware
Triple-buffered cohesive encryption,2022-11-07,2024-07-13,81254.51,0.89,social media,B2B,paid,0.94,685633.82,Otros,[],triple-buffered cohesive encryption
Automated encompassing archive,2023-03-05,2024-06-17,83804.53,0.23,podcast,B2C,paid,0.36,902554.32,Tecnología/IT,['SECONDARY: automated'],automated encompassing archive
Devolved intermediate middleware,2022-09-18,2023-08-14,41307.73,0.76,podcast,B2C,referral,0.53,729614.63,Otros,[],devolved intermediate middleware
